vertex	2	 38 41 45
vertex	4	 41 43 45
vertex	5	 41 43
vertex	6	 14 16 18 20
vertex	7	 10 23 41 43 45
vertex	8	 26
vertex	9	 11 14 16 18 20 22 24 29 41 43 45
vertex	10	 7 14 21 26
vertex	11	 9 28 31 41 43 45
vertex	12	 5 11 25
vertex	13	 7 15 20 30 33 41 42 43 45 54
vertex	14	 3 13 22 41 42 43
vertex	15	 5 16 19 31 34
vertex	16	 7 14 21 29
vertex	17	 2 4 32 35
vertex	18	 9 26 41 42 44 45 54
vertex	19	 11 16 19 24 30 33 36 41 44
vertex	20	 0 2 4 5 8 27 44
vertex	21	 10 14 21 25 31 34 36 37 38 41 44 45
vertex	22	 31 34
vertex	23	 0 31 34 41 42 45
vertex	24	 0 4 5 10 14 21 25 31 34 36 37 38
vertex	25	 5 8 27 41 42 45
vertex	26	 11 16 19 24 30
vertex	27	 9 26
vertex	28	 41 43
vertex	29	 7 14 21 28
vertex	30	 16 19 38 41 43 45
vertex	31	 13 22
vertex	32	 15 20
vertex	33	 11 24
vertex	35	 14 21
vertex	36	 16 19
sector	0 50	79 80 96 119 134 133 118 95	1 7 8 6 3 5 4 2 	-1	5 8 1 1	0	
sector	0 47	78 64 79 95	2 32 7 0 	-1	6 5 1 1	0	
sector	0 47	95 118 132 117 94 78	1 0 4 -8 19 -8 	-1	6 5 1 8	0	
sector	0 47	135 143 134 119	6 16 5 0 	-1	6 5 1 1	0	
sector	0 47	142 132 118 133	5 12 2 0 	-1	6 5 1 1	0	
sector	0 47	133 134 143 146 145 142	4 0 3 -8 15 -8 	-1	6 5 1 1	0	
sector	0 47	96 81 97 120 135 119	0 8 -8 24 -8 3 	-1	6 5 1 1	0	
sector	0 47	64 59 60 65 80 79	1 -8 10 -8 8 0 	-1	6 5 1 1	0	
sector	0 47	65 81 96 80	7 20 6 0 	-1	6 5 1 1	0	
sector	32 47	115 114 108	34 -7 -7 	-1	6 5 1 1	0	
sector	0 15	59 43 30 31 44 60	7 -5 33 -1 18 -5 	-1	6 5 1 1	0	
sector	0 15	90 63 71 91	50 -1 32 -5 	-1	6 5 1 1	0	
sector	0 15	132 142 151 155 141 137	-5 4 -5 14 -1 13 	-1	6 5 1 1	0	
sector	0 15	126 127 137 141	-1 50 -5 12 	-1	6 5 1 1	0	
sector	0 15	151 153 157 155	12 -5 15 -1 	-1	6 5 1 1	0	
sector	0 15	153 145 146 154 158 160 159 157	14 -5 5 -5 17 -1 -1 -1 	-1	6 5 1 1	0	
sector	0 15	135 138 144 156 152 143	3 -5 23 -1 17 -5 	-1	6 5 1 1	0	
sector	0 15	152 156 158 154	-5 16 -1 15 	-1	6 5 1 1	0	
sector	0 15	31 41 54 44	10 -1 20 -5 	-1	6 5 1 1	0	
sector	32 47	91 94 117 127 126 116 90	-7 -7 2 -7 -7 -7 36 	-1	6 5 1 1	0	
sector	0 15	65 54 41 66 72 81	8 -5 18 -1 21 -5 	-1	6 5 1 1	0	
sector	0 15	72 66 82 92	-5 20 -1 24 	-1	6 5 1 1	0	
sector	32 47	68 89 88 67	35 -7 34 -7 	-1	6 5 1 1	0	
sector	0 15	128 136 144 138	-5 24 -1 16 	-1	6 5 1 1	0	
sector	0 15	92 82 98 106 109 121 136 128 120 97	-5 21 -1 27 25 26 -1 23 -5 6 	-1	6 5 1 5	0	
sector	0 15	107 110 109 106	27 28 26 24 	-1	6 5 1 5	0	
sector	0 14	109 110 122 121	24 25 28 -7 	-1	6 5 1 1	0	
sector	0 14	98 99 107 106	24 -7 28 25 	-1	6 5 1 1	0	
sector	0 15	110 107 99 100 123 122	26 25 27 29 51 -7 	-1	6 5 5 5	0	
sector	0 15	83 84 100 99	-7 30 -7 28 	-1	5 5 1 5	0	
sector	2 17	69 70 84 83	-7 31 -7 29 	-1	6 5 1 5	0	
sector	4 19	62 70 69 61	40 -7 30 -7 	-1	6 5 1 5	0	
sector	0 15	78 71 63 40 53 64	1 -5 11 -1 33 -5 	-1	6 5 2 1	0	
sector	0 15	40 30 43 53	32 -1 10 -5 	-1	6 5 1 1	0	
sector	32 47	115 108 87 88 89	36 9 -7 -7 22 	-1	6 5 2 7	0	
sector	32 47	58 68 67 52	37 -7 22 -7 	-1	6 5 1 5	0	
sector	32 47	89 90 116 115	34 -7 19 -7 	-1	6 5 1 1	0	
sector	30 45	42 58 52 39	38 -7 35 -7 	-1	6 5 1 5	0	
sector	28 43	33 42 39 29	39 -7 37 -7 	-1	6 5 1 5	0	
sector	26 41	18 33 29 12	49 -7 38 -7 	-1	6 5 1 5	0	
sector	6 21	45 46 62 61	-7 41 -7 31 	-1	6 5 1 5	0	
sector	8 23	34 35 46 45	-7 42 -7 40 	-1	6 5 1 5	0	
sector	10 25	32 25 35 34	-7 43 -7 41 	-1	6 5 1 5	0	
sector	12 27	32 24 17 25	42 -7 44 -7 	-1	6 5 1 5	0	
sector	14 29	23 13 17 24	-7 45 -7 43 	-1	6 5 1 5	0	
sector	16 31	23 22 11 13	44 -7 46 -7 	-1	6 5 1 5	0	
sector	18 33	22 21 10 11	45 -7 47 -7 	-1	6 5 1 5	0	
sector	20 35	21 20 9 10	46 -7 48 -7 	-1	6 5 1 5	0	
sector	22 37	20 19 8 9	47 -7 49 -7 	-1	6 5 1 5	0	
sector	24 39	19 18 12 8	48 -7 39 -7 	-1	6 5 1 5	0	
sector	0 15	91 127 126 90	11 -5 13 -1 	-1	6 5 1 1	0	
sector	0 15	101 124 123 100	-1 52 -1 28 	0	6 1 1 9	0	
sector	0 15	102 125 124 101	-1 53 -1 51 	-1	6 1 1 9	0	
sector	0 20	102 0 1 3 6 14 26 36 47 55 73 85 103 111 129 139 148 147 125	52 -1 -1 54 -5 70 -5 61 -5 56 55 63 57 72 -5 66 59 -1 -1 	-1	6 7 1 9	0	
sector	0 18	2 5 4 3 1	-5 -5 67 -5 53 	-1	6 7 1 9	0	
sector	0 10	74 73 55	60 63 53 	-1	6 7 1 1	0	
sector	0 18	48 56 55 47	-5 62 60 53 	-1	6 7 1 1	0	
sector	0 18	86 93 104 103 85	63 64 64 72 53 	-1	6 7 1 9	0	
sector	0 17	27 28 38 37	61 69 -5 68 	-1	6 7 1 9	0	
sector	0 18	140 149 148 139	66 74 -5 53 	-1	6 7 1 9	0	
sector	0 10	55 56 74	55 56 71 	-1	6 7 2 1	0	
sector	0 15	27 37 36 26	-5 58 -5 53 	-1	6 7 1 1	0	
sector	0 15	49 57 56 48	-5 76 71 56 	-1	6 7 1 1	0	
sector	0 15	75 86 85 73 74	71 64 57 53 55 	-1	6 7 3 1	0	
